row_index,key,contoh,googlecontoh
140393,transeksual,kebutuhan parfum transeksual itu kini sudah bisa terpenuhi berkat kehadiran produk terbaru dari sebuah pabrik,The need for transsexual perfume can now be met thanks to the presence of the newest product from a factory.
140394,transeksual,komunitas transeksual,transsexual community
140421,transformasi,Asia Tenggara diliputi suasana transisi dan transformasi akibat kemenangan mereka; terjemahan puisi yang baik kerap kali menuntut transformasi secara besar-besaran,Southeast Asia was engulfed in an atmosphere of transition and transformation due to their victory; good poetry translations often required massive transformations.
140428,transfusi,"untuk menolong penderita yang mengalami perdarahan, cara yang paling baik adalah dengan memberikan transfusi darah","To help patients who are experiencing bleeding, the best way is to give a blood transfusion."
140429,transgender,saat dewasa memutuskan untuk transgender,as an adult deciding to be transgender
140431,transgender,model transgender,transgender model
140432,transgenik,teknologi kedokteran sukses menghasilkan binatang transgenik,medical technology has successfully produced transgenic animals
140433,transien,aktivitas astronomi di Korea juga banyak mencatat fenomena-fenomena transien,Astronomical activities in Korea also recorded many transient phenomena.
140434,transisi,"masa transisi [1] masa peralihan [2] masa pancaroba; pada masa transisi, pada umumnya keadaan belum stabil","transition period [1] transition period [2] transition period; During the transition period, in general the situation is not yet stable"
140459,transliterasi,"untuk mengetahui sastra Melayu Klasik lebih mendalam, perlu dilakukan transliterasi dari tulisan Arab Melayu ke dalam tulisan Latin","To understand Classical Malay literature in more depth, it is necessary to transliterate Malay Arabic writing into Latin writing"
140466,transmigran,setiap calon transmigran dijanjikan memperoleh dua hektare lahan di tempat yang baru,Each prospective transmigrant was promised to receive two hectares of land in the new location.
140467,transmigrasi,transmigrasi dan koperasi merupakan alat penunjang pembangunan pedesaan,transmigration and cooperatives are tools to support rural development
140468,transmigrasi lokal,orang yang mendiami kawasan yang dilindungi itu dijadwalkan untuk dipindahkan dalam program daerah transmigrasi lokal ke kawasan pertanian,people who live in protected areas are scheduled to be relocated in local transmigration programs to agricultural areas
140469,transmigrasi spontan,peminat transmigrasi spontan spontan ternyata banyak juga,It turns out that there are many people interested in spontaneous transmigration
140471,transmisi,transmisi berita; jaringan transmisi,news transmission; transmission network
140487,transonik,pesawat jet transonik,transonic jet aircraft
140489,transparan,"gaunnya merah muda, terbuat dari sutra yang tipis transparan sehingga tembus pandang","the dress is pink, made of thin, transparent silk so it is see-through"
140491,transparan,dalam era reformasi segalanya harus bersifat transparan,"In the reform era, everything must be transparent."
140492,transparan,sekarang ini perbankan sudah jauh lebih transparan dalam memberikan kredit,"Nowadays, banking is much more transparent in providing credit."
140497,transplantasi,transplantasi rambutan muda,young rambutan transplant
140498,transplantasi,"menilik pesatnya perkembangan teknologi, rasanya transplantasi janin cuma soal waktu","Considering the rapid development of technology, it seems that fetal transplantation is only a matter of time."
140504,transpor,"alat transpor; barang-barang transpor; kapal transpor kapal pengangkut pasukan; ongkos transpor ongkos angkutan barang-barang dan sebagainya; perusahaan transpor perusahaan angkutan (seperti bus, truk)","means of transport; transport goods; transport ships; troop transport ships; transport costs; costs for transporting goods and so on; transport companies; transport companies (such as buses, trucks)"
140533,traumatologi,"dengan mengetahui gejala, maka penderita penyakit pada bidang traumatologi dapat diobati sedini mungkin","By knowing the symptoms, sufferers of diseases in the field of traumatology can be treated as early as possible."
140537,trayek,trayek Jakarta trayek Bandung,Jakarta route Bandung route
140544,trekbal,ia membuat trekbal manis sehingga kawannya berhasil menendangnya tepat ke arah gawang lawan,He made a sweet dribble so that his friend managed to kick it straight towards the opponent's goal.
140563,trengginas,"pemain ini memperlihatkan permainan yang cepat dan trengginas, jatuh bangun untuk mengejar bola ke mana saja","This player shows a fast and agile game, getting up and down to chase the ball wherever he goes."
140570,tri-,tridarma; trigatra,three pillars; three pillars
140572,triangular,apartemen ini memiliki ruang tamu triangular,This apartment has a triangular living room.
140573,triangular,kerja sama triangular ini diharapkan mampu meningkatkan perekonomian ketiga negara,This triangular cooperation is expected to improve the economies of the three countries.
140577,tribal,pakaian bermotif tribal menjadi salah satu tren mode,Tribal patterned clothing is becoming a fashion trend
140587,tribunal,perusahaan itu mengajukan masalah tersebut ke badan tribunal,the company submitted the matter to a tribunal
140589,tribune,tribune barat Stadion Utama Senayan penuh dengan penonton,The west tribune of Senayan Main Stadium was full of spectators.
140593,tridarma,tridarma perguruan tinggi,three pillars of higher education
140597,trienial,"pameran ini merupakan gebrakan pertama sebagai kegiatan berkala, yang diharapkan dapat melembaga sebagai trienial Jakarta","This exhibition is the first breakthrough as a regular activity, which is expected to be institutionalized as a Jakarta triennial."
140608,trigol,"penyerang asal Portugal itu membukukan trigol, masing-masing di menit ke-30, ke-62, dan penalti menit ke-90","The Portuguese striker scored a hat-trick, in the 30th minute, 62nd minute and a penalty in the 90th minute."
140617,trik,perancang pertunjukan melakukan trik apa saja untuk mengisi menit-menit yang melelahkan,show designers do whatever tricks they can to fill the tiring minutes
140638,triliunan,triliunan rupiah utang swasta masih dalam penyelidikan,trillions of rupiah of private debt is still under investigation
140651,trimester,kehamillannya sudah memasuki trimester kedua,her pregnancy has entered the second trimester
140662,trio,lagu ini baru enak didengar kalau dinyanyikan dengan trio,This song is only pleasant to listen to when sung by a trio
140665,trip,menyelesaikan trip pertama mengelilingi Pulau Bali,completed the first trip around Bali Island
140670,tripartit,"lembaga tripartit daerah berintikan pemerintah (gubernur), pengusaha (Kadin), dan pekerja (SPSI)","regional tripartite institution consisting of the government (governor), entrepreneurs (Kadin), and workers (SPSI)"
140702,tritunggal,"tritunggal kecamatan ialah camat, polisi, dan anggota angkatan darat","the sub-district trinity is the sub-district head, police, and members of the army"
140756,tropis,penyakit tropis penyakit khas khatulistiwa (tempat beriklim panas) seperti malaria,tropical diseases are diseases typical of the equator (hot climates) such as malaria
140770,trotol,burung jantan lehernya berwarna kuning dengan trotol hitam,The male bird has a yellow neck with black spots
140806,tsunami politik,"untuk menumbangkan calon yang kuat, pihak oposisi memainkan tsunami politik politik di detik-detik terakhir","In order to overthrow a strong candidate, the opposition played a political tsunami at the last minute."
140813,tua,ia lebih tua dua tahun daripada saya; neneknya sudah tua; pada hari (masa) tuanya pada masa (ketika) tua,he was two years older than me; his grandmother was old; in his old age in his old age
140814,tua,"barang-barang tua barang-barang bekas (sudah tidak dipakai); besi tua [1] besi yang sudah lama (besi bekas) [2] besi yang mempunyai tuah atau khasiat; harta tua harta yang turun-temurun, harta pusaka; paham tua paham lama; rumahnya sudah tua, lagi jauh dari jalan besar","old things used goods (no longer used); scrap iron [1] old iron (scrap iron) [2] iron that has magic or properties; old treasures, treasures passed down from generation to generation, inheritance; old understanding old understanding; The house is old, far from the main road"
140815,tua,"buah ini belum tua; janganlah dipetik jambu itu, karena belum cukup tua; padinya sudah tua","This fruit is not ripe; do not pick the guava, because it is not ripe enough; the rice is already ripe."
140816,tua,biarkan minyak itu tua dahulu baru masukkan ikan ke dalamnya; bubur ini belum sampai tuanya,Let the oil mature first before putting the fish in; this porridge is not mature yet
140817,tua,biru tua; cokelat tua; hijau tua; merah tua; warna tua warna yang tidak cerah,dark blue; dark brown; dark green; dark red; dark color; color that is not bright
140830,tua-tua,siapa tua-tua mereka?,who are their elders?
140831,tua-tua,bedak untuk menghilangkan tua-tua,powder to remove old age
140832,tua-tua,tua-tua masih giat bekerja,the old people are still working hard
140837,tuah,"ada juga yang percaya pada tuah azimat; keris ini mahal harganya, bukan karena gunanya, tetapi karena tuahnya","There are also those who believe in the power of talismans; this keris is expensive, not because of its use, but because of its power."
140838,tuah,"mengadu tuah mengadu untung (dalam perjudian dan sebagainya); untung ada, tuah tiada [1] bekerja baik-baik akan ada juga hasilnya, tetapi tidak menjadi kaya [2] ada kekayaan, tetapi tidak terkenal namanya; menolak tuah melepaskan peluang baik","try your luck, try your luck (in gambling and so on); luck is there, luck is not [1] working well there will also be results, but not getting rich [2] there is wealth, but not famous; rejecting good luck giving up good opportunities"
140845,tuaian,karena serangan hama wereng tuaian (padi) tahun ini sangat sedikit,because the number of brown planthopper pest attacks on rice this year is very small
140851,tual,kayu ini akan dikerat menjadi beberapa tual,This wood will be chopped into several pieces
140860,tuan,anjing itu sangat setia kepada tuannya,the dog is very loyal to its master
140861,tuan,hari ini tuan saya tidak ada di kantor,Today my sir is not in the office
140862,tuan,ada seorang tuan datang kemari; sepeda tuan sepeda untuk orang laki-laki,there is a sir coming here; sir's bicycle is a bicycle for men
140863,tuan,tuan haji; tuan sayid,Mr. Haji; Mr. Sayid
140864,tuan,tuan putri,Princess
140865,tuan,tuan hendak ke mana?; inilah sepeda tuan,"Sir, where are you going?; this is your bike"
140866,tuan,tidak sampai hati Kakanda melepaskan tuan berjalan seorang diri,My older brother didn't have the heart to let him go and walk alone
140874,tuan rumah,hendaknya kita menjadi tuan rumah di negeri sendiri,we should be hosts in our own country
140879,tuan-tuan,tuan-tuan dan nyonya-nyonya dipersilakan duduk,"Ladies and gentlemen, please be seated."
140880,tuan-tuan,anak tuan-tuan [1] anak raja-raja [2] anak kaum ningrat,children of gentlemen [1] children of kings [2] children of nobles
140885,tuang,"hari ini hanya beberapa murid yang ikut kursus, yang lainnya tuang","Today only a few students attended the course, the others poured"
140890,tuangan,"besi (perunggu, perak) tuangan","iron (bronze, silver) castings"
140891,tuangan,"patung (lonceng, huruf) tuangan","cast statues (bells, letters)."
140896,tuap,"jika kaki patah, ada kalanya mesti digunakan tuap","If a leg is broken, there are times when you have to use levers"
140911,tuba,tuba uterina saluran uterus,uterine tube
140931,tubin,"besok, lusa, tulat, lalu tubin","tomorrow, the day after tomorrow, tulat, then tubin"
140937,tubo,"sebelum dimulai, ia tubo kepada para tamu undangan","Before starting, he spoke to the invited guests"
140939,tubruk,jangan kautubruk pot itu,don't hit the pot
140944,tubuh,tubuhnya tegap dan sehat; seluruh tubuhnya berasa sakit; nama batang tubuh nama sebenarnya (bukan nama gelar dan bukan nama timangan),his body was firm and healthy; his whole body ached; body name actual name (not a title name and not a pet name)
140945,tubuh,yang dibasahi hanya tubuhnya,only the body is wet
140946,tubuh,tuan tubuh tuan sendiri (bukan wakil dan sebagainya),host your own body (not a representative and so on)
140947,tubuh,tubuh perahu; tubuh pesawat terbang,boat body; airplane body
140950,tubular,botol tubular,tubular bottles
140962,tuduhan,surat tuduhan surat dakwaan,indictment
140963,tudung,tali tudung [1] cambang [2] bulu (rambut) di pipi,hood string [1] sideburns [2] hair on the cheeks
140978,tugal,"hutan kayu atau belukar ditebas, lalu dibakar menjelang masa tugal di awal musim penghujan","forests or thickets are cut down, then burned before the tugal period at the start of the rainy season"
140982,tugas,pegawai hendaklah menjalankan tugas masing-masing dengan baik; kerjakan tugas Saudara baik-baik,employees should carry out their respective duties well; do your job well
140983,tugas,beliau diberi tugas menyelidiki keadaan rakyat di pulau itu; surat tugas surat perintah,he was given the task of investigating the condition of the people on the island; warrant assignment letter
140984,tugas,terangkan tugas akhiran “-lah” pada kata “minumlah” dalam kalimat itu,"Explain the function of the suffix ""-lah"" in the word ""minumlah"" in the sentence."
141002,tugur,tentara telah tugur di balik bukit untuk berjaga-jaga terhadap segala kemungkinan,The army had arrived behind the hill to guard against all possibilities
141003,tuguran,pakaian adat ini digunakan pada saat tuguran di keraton,This traditional clothing is worn during the tuguran ceremony at the palace
141007,tuhan,tuhan Yang Maha Esa,The One Almighty God
141008,tuhan,pada orang-orang tertentu uanglah sebagai tuhannya,for certain people money is their god
141009,tuhan memberkati,"sampai jumpa, tuhan memberkati memberkati","see you, god bless bless"
141026,tuju,"menurut dukun, orang itu terkena tuju, bukan terserang penyakit biasa","According to the shaman, the person was hit by a curse, not an ordinary disease."
141049,tukak,kakinya penuh tukak dan pekung,his legs were full of ulcers and lumps
141054,tukang,tukang batu; tukang besi; tukang kayu,bricklayer; blacksmith; carpenter
141056,tukang,tukang pangkas (cukur); tukang las; tukang jahit; tukang masak; tukang cetak,barber; welder; tailor; cook; printer
141057,tukang,tukang mabuk; tukang serobot; tukang copet; tukang tadah; tukang catut,drunkard; highwayman; pickpocket; fence; tout
141058,tukang,tukang menciptakan sajak; tukang pidato,poet; orator
141064,tukang copet,berhati-hatilah dengan tukang copet copet yang sering berkeliaran di keramaian pasar,Be careful with pickpockets who often hang around in crowded markets.
141119,tukik,"untuk mencegah musnahnya penyu-penyu di pantai, pihak perlindungan dan pelestarian alam terus-menerus menetaskan telur penyu hingga menjadi tukik","To prevent the extinction of turtles on the beach, nature conservation and protection agencies continuously hatch turtle eggs until they become hatchlings."
141122,tukin,"jika seorang PNS terlambat tiba di kantor, tukinnya akan dipotong","If a civil servant arrives late at the office, his/her salary will be deducted."
141133,tukuk tambah,penghasilan dari beternak ayam itu lumayan sebagai tukuk tambah tambah biaya sekolah anak-anaknya,The income from raising chickens is quite good as a supplement to the children's school fees.
141134,tukul,tukul besi; tukul kayu,iron hammer; wooden hammer
141138,tukung,ayam tukung,tukung chicken
141143,tulah,ia menerima tulah karena perbuatannya yang tidak baik kepada orang tuanya,he received a plague because of his bad actions towards his parents
141144,tulah,gaji lima ratus ribu dan tulahnya lima ribu rupiah,salary five hundred thousand and the plague five thousand rupiah
141150,tulang,ada yang patah tulang rusuknya; dalam gua itu terdapat tulang manusia,some had broken ribs; In the cave there are human bones
141151,tulang,tulang ikan bandeng; ikan sepat banyak tulangnya,milkfish bones; climbing perch has many bones
141152,tulang,tulang daun; tulang layang-layang; tinggal tulang dan kulit (terbalut kulit),leaf bones; kite bones; only bones and skin (covered in skin)
141203,tulang sendi,ngilu pada tulang sendi sendi,pain in the joints
141219,tulen,"emas tulen; orang Inggris tulen; kesatria tulen; dilihat dari segi lahir, dia seorang lelaki tulen, tetapi dari segi batin dia berperasaan seperti wanita","pure gold; a real Englishman; pure chivalry; From an external perspective, he is a genuine man, but internally he feels like a woman"
141229,tulisan,dengan tulisan dengan tertulis (tidak dengan lisan),in writing in writing (not verbally)
141230,tulisan,aku ingin membaca tulisan Chairil,I want to read Chairil's writings
141242,tulu,sampai ia bingung tulu,until he was completely confused
141248,tulus,orang lain belum tentu berhati tulus kepada kita; ia menyumbangkan tenaga dan hartanya dengan tulus ikhlas,other people may not necessarily be sincere towards us; he donated his energy and wealth with sincerity
141257,tuman,"anak-anak sebaiknya jangan dibiasakan diberi banyak uang, ia bisa jadi tuman","Children should not be accustomed to being given a lot of money, they could become addicted"
141266,tumbal,putra raja itu mengembara di kampung-kampung sebab dibuang keluarganya sebagai tumbal,The king's son wandered the villages because his family had abandoned him as a sacrifice.
141267,tumbal,mereka yang gugur itu merupakan tumbal negara dan tumbal bangsa,those who died were sacrifices for the state and the nation
141269,tumbang,pohon satu-satunya tempat bernaung tumbang karena hujan yang disertai angin kencang itu,The only tree that provided shelter fell because of the rain accompanied by strong winds.
141270,tumbang,kekuasaan imperialis di Timur Tengah telah tumbang,imperialist power in the Middle East has fallen
141273,tumben,tumben ia baru minum jamu,It's unusual that he just drank herbal medicine
141274,tumben,"tumben malam-malam begini keluar, ada apa sih!","It's unusual for you to be out at this time of night, what's going on!"
141281,tumbuh,tumbuh bisul di dekat ketiak; bibit itu pun tumbuh menjadi besar dan sehat; giginya belum tumbuh,a boil grew near the armpit; the seed grew large and healthy; the teeth had not yet grown
141282,tumbuh,badan dan jiwa anak yang sedang tumbuh jangan sampai terganggu,the body and soul of a growing child should not be disturbed
141283,tumbuh,tumbuh bintik-bintik merah di kulitnya; tumbuh perasaan tidak senang di antara para hadirin; antara kedua bersaudara itu tumbuh perselisihan,red spots grew on his skin; there was growing displeasure among the audience; there was growing discord between the two brothers
141287,tumbuhan,ubi termasuk tumbuhan menjalar,sweet potatoes are a type of creeping plant
141317,tumbuk,beras tumbuk,pounded rice
141324,tumbukan,"pagi-pagi sudah ada tumbukan, maklumlah, semuanya ingin cepat sampai di tempat tujuan","Early in the morning there was already a collision, understandably, everyone wanted to get to their destination quickly"
141327,tumbung,tumbung kelapa; tumbung nyiur,coconut tree trunk; coconut tree trunk
141328,tumbung,"tumbung dubur Dok bol keluar, prolapsus ani; tumbung rahim Dok peranakan keluar, prolapsus uteri","Doctor, the anus protrudes, prolapse of the anus; the uterus protrudes, prolapse of the uterus"
141332,tumis,tumis kangkung,sauteed kale
141335,tumit,tumit kelom; tumit sepatu,clog heel; shoe heel
141340,tumpah,kuah sayur asam itu tumpah di meja,the sour vegetable soup spilled on the table
141343,tumpahan,terasa benar tumpahan kasih sayang ibuku kepadaku,I really felt the outpouring of my mother's love for me
141345,tumpak,tumpak belukar di seberang sungai itu sudah dipotong,The bushes on the other side of the river have been cut
141355,tumpangan,hampir seluruh perabot yang ada di rumahnya itu barang tumpangan saja,almost all the furniture in his house is just second-hand stuff
141356,tumpangan,kapal tumpangan; rumah tumpangan,ride-on boat; boarding house
141357,tumpas,tentara musuh sudah tumpas semua,The enemy army has all been destroyed
141360,tumpasan,tumpasan tinta di taplak meja itu sukar dibersihkan,Ink spills on tablecloths are difficult to clean
141361,tumpat,kamar itu pun tumpat oleh buku; kota-kota sudah tumpat oleh pengungsi,the room was filled with books; Cities have been filled with refugees
141362,tumpat,pikirannya tumpat karena kehilangan anaknya,his mind was clouded by the loss of his child
141364,tumpengan,ia mengadakan acara tumpengan pada hari ulang tahun ibunya,He held a tumpeng event on his mother's birthday
141369,tumplak,nasi sebakul tumplak di meja,a basket of rice on the table
141370,tumplak,ribuan pelajar seluruh wilayah Jakarta Raya tumplak di Stadion Utama Senayan,Thousands of students from all over Greater Jakarta gathered at the Senayan Main Stadium
141373,tumpuan,bangku kecil itu dipakainya sebagai tumpuan,he used the small stool as a support
141374,tumpuan,hasil studi ini merupakan tumpuan yang baik untuk penyelidikan selanjutnya,The results of this study are a good basis for further research.
141375,tumpuan,Inggris mengkhawatirkan kalau-kalau Daendels menjadikan Pulau Jawa sebagai tumpuan untuk menyerang India,England was worried that Daendels would use Java as a base for attacking India.
141377,tumpuan,ia masih dapat mempertahankan hidupnya berkat tumpuan bekas kawan-kawan seperjuangannya dahulu,he was still able to survive thanks to the support of his former comrades in arms
141382,tumpuk,lima tumpuk uang,five stacks of money
141385,tumpukan,di tepi jalan itu kita melihat tumpukan bekas pagar tembok,At the edge of the road we see a pile of former wall fences
141386,tumpul,pisau yang amat tumpul ini tidak dapat dipakai mengiris bawang; ia meraut pensil yang tumpul; dia sedang mengasah pisau yang tumpul itu,This very blunt knife cannot be used to slice onions; he sharpened a dull pencil; he was sharpening the dull knife
141387,tumpul,pikirannya sangat tumpul,his mind is very dull
141414,tunai,"ia tidak suka berutang, dan selalu membayar tunai barang yang dibelinya membayar seharga barang yang dibelinya pada saat menerima barang (tidak mengebon, tidak mengangsur)","He doesn't like to be in debt, and always pays cash for the goods he buys, paying the price of the goods he buys when he receives the goods (no credit, no installments)"
141419,tunak,matanya tunak memandang ke lantai; hamba sahayanya tunak kepadanya,his eyes fixedly looking at the floor; his servant was obedient to him
141423,tunalaring,mahasiswa membuat alat bantu bicara untuk pasien tunalaring,Students create speech aids for patients with laryngeal impairment
141426,tunam,"peloncat indah itu tunam, lalu meliuk","the diver staggered, then twisted"
141437,tunas,tunas padi batang padi yang tumbuh sesudah padi dituai,rice shoots are rice stalks that grow after the rice is harvested
141445,tunawisma,kaum tunawisma hidup dan tinggal di bantaran sungai,homeless people live and reside on the riverbanks
141457,tunduk,bendera putih sebagai tanda tunduk,white flag as a sign of submission
141458,tunduk,semua anggota harus tunduk kepada peraturan yang telah dibuat bersama,All members must comply with the rules that have been made together
141460,tundun,"mereka menyiapkan nasi bungkus, singkong goreng, dan pisang setundun","they prepared wrapped rice, fried cassava, and setundun bananas"
141472,tunggakan,bulan ini ia akan melunasi tunggakannya,This month he will pay off his arrears
141473,tunggakan,jumlah tenaga baru sekarang ini cukup untuk menangani tunggakan itu,the number of new personnel is now sufficient to handle the backlog
141477,tunggal,camat adalah penguasa tunggal di wilayahnya; agen tunggal; anak tunggal,The sub-district head is the sole ruler in his area; sole agent; only child
141478,tunggal,kalimat tunggal,single sentence
141479,tunggal,ia selalu beramal dengan tunggal hati,he always does charity with a single heart
141480,tunggal,tunggal rasa,single taste
141481,tunggal,berdiri berkaki tunggal berdiri dengan kaki sebelah,standing on one leg standing on one leg
141487,tungganai,mamak seperintah tungganai; tungganai seperintah penghulu,mamak at the command of mountanai; follow the orders of the chief
141492,tunggang,lereng pegunungan Bukit Barisan banyak yang tunggang,the slopes of the Bukit Barisan mountains are full of people
141494,tunggang gunung,tunggang gunung gunung ia baru pulang bekerja,"riding a mountain, he had just come home from work"
141495,tunggang gunung,orang tuanya sudah tunggang gunung gunung,his parents have climbed mountains
141499,tunggang serasi,untuk kuda tunggang serasi serasi yang bagus adalah kuda dari Jerman,"for a good riding horse, the best horse is a horse from Germany"
141508,tunggik,nenekku sudah tunggik,my grandmother is already tall
141518,tunggul,tunggul padi; tunggul jagung,rice stubble; corn stubble
141520,tunggul,dua orang pembawa tunggul berjalan kaki di belakang pasukan,two stump bearers walked behind the troops
141526,tunggur,kayu yang tunggur lebih mudah terbakar,rough wood burns more easily
141567,tunjang,"panjang tunjang panjang kaki; tulang tunjang [1] tulang tapak kaki [2] tulang kaki (ayam, burung, dan sebagainya)","support length leg length; supporting bones [1] sole bones [2] foot bones (chickens, birds, etc.)"
141582,tunjuk,tunjuk diri; tunjuk muka,show yourself; show your face
141594,tuntas,"karena kesedihannya itu, air matanya terkuras tuntas","because of her sadness, her tears were completely drained"
141595,tuntas,melintas tuntas melintas sama sekali; tangisnya telah tuntas tangisnya telah berhenti sama sekali,passed completely passed completely; her crying had finished her crying had stopped completely
141596,tuntas,"“cepat selesaikan pekerjaanmu”, kata Ibu tuntas","""Quickly finish your work,"" said Mother in completion."
141602,tuntung,tuntung jarum; tuntung keris; tuntung lembing,needle stump; keris tuntung; javelin spear
141635,tur,karyawan perusahaan itu mengadakan tur ke daerah pegunungan,the company's employees held a tour to the mountainous area
141672,turiang,"kalau tanaman padi yang terkena wereng dibiarkan, akan tumbuh turiang dan menjadi sumber penularan","If rice plants infected with brown planthoppers are left alone, they will grow brown planthoppers and become a source of infection."
141685,turistik,tidak terhitung bahan cetak sebagai bahan promosi turistik,printed materials are not counted as tourism promotional materials
141692,turlap,mereka turlap untuk meninjau kondisi banjir secara langsung,they went on a tour to review the flood conditions directly
141694,turnamen,gubernur menyerahkan piala bergilir kepada pemenang turnamen bridge tahun ini,The governor presented rotating trophies to the winners of this year's bridge tournament.
141706,turun,turun dari gunung; turun ke jurang,descend from the mountain; down into the ravine
141707,turun,ia menumpang perahu yang turun ke Palembang; ia baru saja turun dari Mekah,he boarded a boat that went down to Palembang; he had just come down from Mecca
141708,turun,ampasnya sudah turun,the dregs have come down
141709,turun,air laut mulai turun,sea ​​water begins to fall
141711,turun,matahari (tengah) turun petang hari kira-kira pukul tiga,the sun (center) goes down in the evening at around three o'clock
141712,turun,penumpang bus itu disuruhnya turun,he told the bus passengers to get off
141714,turun,hasil panen turun 10%,harvest yields fell by 10%
141715,turun,seperti bidadari turun ke bumi,like an angel descending to earth
141718,turun,perintah dari atasan belum turun,orders from superiors have not yet been issued
141742,turun piket,"setelah turun piket, satpam itu pulang ke rumahnya","After leaving duty, the security guard went home."
141752,turunan,dinasti itu memerintah sampai tiga turunan,the dynasty ruled for three generations
141753,turunan,ia turunan Indonesia dan Belanda,he is of Indonesian and Dutch descent
141755,turunan,meng- + ambil turunan mengambil,meng- + take derivative take
141759,turunan,buatkan turunan surat itu,make a derivative of the letter
141789,tusuk,tusuk jelujur; tusuk silang,running stitch; cross stitch
141790,tusuk,tusuk konde,hairpin
141818,tut wuri handayani,tut wuri handayani merupakan motto atau semboyan dunia pendidikan Indonesia,Tut Wuri Handayani is the motto or slogan of the world of Indonesian education.
141837,tutulungan,kami tutulungan selama dua hari di sawah,we spent two days in the rice fields
141840,tutung,bau nasi yang tutung itu menyengat hidung,the smell of the steamed rice stung the nose
141842,tutup,tutup jalan ke kebun itu dirusak pencuri; tutup periuk itu telah hilang,the door to the garden was broken by thieves; the lid of the pot was missing
141850,tutup mata,aparat terkesan tutup mata mata dengan kasus tersebut,The authorities appear to be turning a blind eye to the case
141851,tutup mulut,"meskipun diperiksa siang malam, tertuduh tetap tutup mulut mulut","Even though he was questioned day and night, the accused remained silent"
141855,tutup telinga,mereka cenderung tutup telinga telinga dalam menyikapi kritik,they tend to close their ears in responding to criticism
141863,tutur,tutur dan kata; tutur sepatah,speech and words; spoken word
141882,twit,ada jutaan twit yang masuk di Twitter setiap hari,There are millions of tweets coming into Twitter every day
141889,ua,pak ua atau mak ua,Mr. or Mrs.
141893,uak,pagi-pagi sudah terdengar suara uak dari kandang kerbau di belakang rumah,Early in the morning the sound of caws was heard from the buffalo pen behind the house
141899,uang,hidupnya seolah-olah hanya mencari uang,his life seems to be only about making money
141905,uang bandar,penjudi beserta uang bandar bandarnya dibawa polisi,The gamblers and the bookies' money were taken by the police
141906,uang bangku,uang bangku bangku harus dibayar ketika murid mendaftarkan diri,seat fees must be paid when students register
141907,uang belanja,semua gajinya diserahkan kepada istrinya sebagai uang belanja belanja selama sebulan,all his salary was given to his wife as shopping money for a month
141909,uang buta,"sementara menunggu kepindahannya ia tinggal di rumah saja, makan uang buta buta","while waiting for his move he just stayed at home, eating blind money"
141914,uang duduk,setiap kali menghadiri sidang ia menerima uang duduk duduk,every time he attended a trial he received a seat fee
141915,uang duka,karyawan yang meninggal itu menerima uang duka duka dari perusahaan sebesar tiga kali gaji,The deceased employee received condolence money from the company amounting to three times his salary.
141920,uang gedung,"uang gedung gedung dapat diangsur enam kali, dibayarkan bersama uang sekolah","building fees can be paid in six installments, paid together with school fees"
141930,uang jajan,tiap hari ia mendapat uang jajan jajan dari ibunya,Every day he gets pocket money from his mother
141933,uang jasa,"karena sudah dua puluh tahun bekerja dengan baik, ia menerima surat penghargaan dan juga uang jasa jasa","because he had worked well for twenty years, he received a letter of appreciation and also service money."
141934,uang jasa,"simpanlah uang Anda di bank, Anda akan mendapatkan uang jasa jasa yang lumayan besarnya","save your money in the bank, you will get a fairly large service fee"
141939,uang kartal,"memperbanyak uang giral, mengurangi uang kartal kartal","increase demand deposits, reduce paper money"
141958,uang kuliah,ada beberapa mahasiswa yang dibebaskan dari kewajiban membayar uang kuliah kuliah,There are some students who are exempt from the obligation to pay college tuition fees.
141960,uang lauk-pauk,prajurit mendapat uang lauk-pauk lauk-pauk di samping gaji bulanan,soldiers receive side dish money in addition to their monthly salary
141962,uang lembur,siapa yang mau bekerja sampai sore hari akan menerima uang lembur lembur,whoever wants to work until the afternoon will receive overtime pay
141964,uang logam,"Pemerintah mengeluarkan uang logam logam yang bernilai Rp100,00",The government issued coins worth Rp. 100.00
141966,uang makan,setiap bertugas ke luar kota ia menerima uang makan makan,every time he goes on duty out of town he receives money for meals
141973,uang muka,mereka yang hendak membeli mobil harus menyerahkan uang muka muka 10%,Those who want to buy a car must pay a 10% down payment
141975,uang panas,uang panas panas tidak membawa berkah,hot money does not bring blessings
141977,uang panas,pemerintah bermaksud menyedot uang panas panas yang beredar di masyarakat,The government intends to suck up the hot money circulating in society
141978,uang pangkal,sampai saat ini ia belum sanggup membayar uang pangkal pangkal anaknya,Until now he has not been able to pay his child's initial fees
141981,uang pelicin,beri saja uang pelicin pelicin supaya urusanmu cepat selesai,just give some bribe money so your business can be finished quickly
141991,uang pesangon,mereka yang diberhentikan mendapat uang pesangon pesangon sebesar tiga bulan gaji,Those who are laid off receive severance pay of three months' salary.
142001,uang sara,dia mendapat uang sara sara dari perusahaan,he got sara sara money from the company
142010,uang siluman,uang siluman siluman masih ada terus di pelabuhan itu,ghost money is still there at the port
142026,uang tumpangan,uang tumpangan tumpangannya naik terus setiap bulan,the ride fare keeps increasing every month
142033,uang-uangan,digunting-guntingnya kertas itu untuk dijadikan uang-uangan,he cut up the paper to make money
